SAP+NOME,UF,Semana,Mes,Ano,preço2,Mg %,Margem Líquida Real %,Preço,Vendas Reais Qtde,Vendas Reais $,Margem Líquida Real $,Venda Líquida Real $,CMV,CMV/QTD,Região,DPPsic,Cont,Produto,Correlacao,NObs,Grupo
JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI,RS,35,8,2017,129.99,0.385005815797822,38.5005815797822,129.99,2.0,259.98,72.82,189.14,116.32,58.16,Sul,1,1,JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI,0.0707270526942932,26.0,4.0
JG CAMA QUEEN MICROFIBRA ANDREZA,RS,35,8,2017,49.99,0.2773780359226225,27.73780359226225,49.99,80.0,3999.2,807.01,2909.36,2102.35,26.279375,Sul,1,1,JG CAMA QUEEN MICROFIBRA ANDREZA,-0.4119838877816769,23.0,4.0
JG CAMA QUEEN MICROFIBRA ANDREZA,RS,35,9,2017,49.99,0.2655710871952113,26.55710871952113,49.19987654320986,112.0,5538.88,1086.26,4029.53,2943.27,26.279196428571428,Sul,0,1,JG CAMA QUEEN MICROFIBRA ANDREZA,-0.4119838877816769,23.0,4.0
AMACIANTE COMFORT PURO CUIDADO 500ML,RS,35,9,2017,8.99,0.1355434236834745,13.554342368347454,8.729393939393939,35.0,303.65,37.69,275.58,237.89,6.796857142857142,Sul,0,1,AMACIANTE COMFORT PURO CUIDADO 500ML,-0.723221328134032,19.0,0.0
T VISITA DISNEY CARS SANTISTA,RS,35,9,2017,4.99,0.4550964187327825,45.509641873278255,4.99,7.0,34.93,11.57,25.41,13.84,1.977142857142857,Sul,1,1,T VISITA DISNEY CARS SANTISTA,-0.157372433757791,18.0,6.0
T VISITA DISNEY BELA SANTISTA,RS,35,8,2017,4.99,0.45523596752908,45.523596752908,4.99,20.0,99.8,33.03,72.57999999999998,39.55,1.9775,Sul,1,1,T VISITA DISNEY BELA SANTISTA,-0.529947275726076,16.0,6.0
T VISITA DISNEY BELA SANTISTA,RS,35,9,2017,4.99,0.4552273054173083,45.52273054173083,4.99,15.0,74.85000000000001,24.78,54.44,29.66,1.9773333333333327,Sul,1,1,T VISITA DISNEY BELA SANTISTA,-0.529947275726076,16.0,6.0
FRONHA AVULSA ESTAMPADA ANDREZA,SC,35,8,2017,6.99,0.5877701815076922,58.77701815076922,6.99,17.0,118.83,51.51,87.64,36.13,2.125294117647059,Sul,1,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.3010554909650047,39.0,3.0
FRONHA AVULSA ESTAMPADA ANDREZA,SC,35,9,2017,6.989999999999999,0.587856582091386,58.7856582091386,6.989999999999999,27.0,188.73,81.82,139.19,57.37,2.124814814814815,Sul,1,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.3010554909650047,39.0,3.0
FRONHA AVULSA LISA ANDREZA,SC,35,8,2017,6.99,0.587695186600937,58.7695186600937,6.99,19.0,132.81,57.62,98.02,40.4,2.126315789473684,Sul,1,1,FRONHA AVULSA LISA ANDREZA,-0.2717759590382907,40.0,3.0
FRONHA AVULSA LISA ANDREZA,SC,35,9,2017,6.989999999999999,0.58811785454003,58.811785454003,6.989999999999999,25.0,174.75,75.83,128.94,53.11,2.1244,Sul,1,1,FRONHA AVULSA LISA ANDREZA,-0.2717759590382907,40.0,3.0
AMACIANTE COMFORT CONCENTRADO 500ML,SC,35,8,2017,7.989999999999999,0.0913257307208914,9.132573072089146,7.989999999999999,31.0,247.69,20.64,224.8,204.16,6.585806451612903,Sul,1,1,AMACIANTE COMFORT CONCENTRADO 500ML,-0.5551352877782814,43.0,0.0
JG CAMA QUEEN MICROFIBRA ANDREZA,SC,35,8,2017,49.99,0.2873209069566287,28.7320906956629,49.99,33.0,1649.67,349.61,1216.82,867.21,26.27909090909091,Sul,1,1,JG CAMA QUEEN MICROFIBRA ANDREZA,-0.3563895414727359,24.0,4.0
JG CAMA QUEEN MICROFIBRA ANDREZA,SC,35,9,2017,49.99,0.2773987310979047,27.739873109790462,49.32333333333333,27.0,1329.73,271.27,980.82,709.5500000000001,26.279629629629632,Sul,0,1,JG CAMA QUEEN MICROFIBRA ANDREZA,-0.3563895414727359,24.0,4.0
AMACIANTE COMFORT PURO CUIDADO 500ML,SC,35,8,2017,9.99,0.276052171833452,27.605217183345225,9.99,12.0,119.88,30.02,108.81,78.79,6.565833333333334,Sul,1,1,AMACIANTE COMFORT PURO CUIDADO 500ML,-0.632509981722751,18.0,0.0
AMACIANTE COMFORT PURO CUIDADO 500ML,SC,35,9,2017,9.656666666666666,0.2333151944884533,23.33151944884533,9.478095238095236,22.0,207.78,43.97,188.58,144.61,6.573181818181819,Sul,0,1,AMACIANTE COMFORT PURO CUIDADO 500ML,-0.632509981722751,18.0,0.0
T VISITA DISNEY CARS SANTISTA,SC,35,9,2017,4.99,0.463414634146341,46.3414634146341,4.99,3.0,14.97,5.13,11.07,5.94,1.98,Sul,1,1,T VISITA DISNEY CARS SANTISTA,-0.5219151900700664,16.0,6.0
T VISITA DISNEY BELA SANTISTA,SC,35,8,2017,4.99,0.4637290267068205,46.37290267068205,4.99,4.0,19.96,6.84,14.75,7.91,1.9775,Sul,1,1,T VISITA DISNEY BELA SANTISTA,-0.2412019015193582,19.0,6.0
T VISITA DISNEY BELA SANTISTA,SC,35,9,2017,4.99,0.4629274285730669,46.2927428573067,4.99,18.0,89.82,30.67,66.26,35.59,1.977222222222222,Sul,1,1,T VISITA DISNEY BELA SANTISTA,-0.2412019015193582,19.0,6.0
T VISITA P BORDA DESIRE AGUA 6243,SE,35,9,2017,4.99,0.5048076923076925,50.480769230769255,4.99,3.0,14.97,5.55,10.92,5.37,1.79,Nordeste,1,1,T VISITA P BORDA DESIRE AGUA 6243,-0.3993753046974428,32.0,7.0
FRONHA AVULSA ESTAMPADA ANDREZA,SE,35,8,2017,6.99,0.5434516866265845,54.34516866265845,6.99,16.0,111.84,44.21,81.38,37.17,2.323125,Nordeste,1,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.4965260856235678,39.0,3.0
FRONHA AVULSA ESTAMPADA ANDREZA,SE,35,9,2017,6.989999999999999,0.5451022461355111,54.510224613551095,6.989999999999999,10.0,69.9,27.72,50.87,23.15,2.315,Nordeste,1,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.4965260856235678,39.0,3.0
FRONHA AVULSA LISA ANDREZA,SE,35,8,2017,6.99,0.543723782721818,54.372378272181805,6.99,12.0,83.88,33.19,61.06,27.87,2.3225,Nordeste,1,1,FRONHA AVULSA LISA ANDREZA,-0.2975929306775789,33.0,3.0
AMACIANTE COMFORT CONCENTRADO 500ML,SE,35,8,2017,7.74,0.1295678245095213,12.95678245095213,7.74,33.0,250.67,21.07,182.42,161.35,4.88939393939394,Nordeste,1,1,AMACIANTE COMFORT CONCENTRADO 500ML,-0.6870304556884699,46.0,0.0
AMACIANTE COMFORT CONCENTRADO 500ML,SE,35,9,2017,6.989999999999999,0.0309581235399311,3.0958123539931104,6.989999999999999,37.0,258.63,5.51,188.23,182.72,4.938378378378379,Nordeste,1,1,AMACIANTE COMFORT CONCENTRADO 500ML,-0.6870304556884699,46.0,0.0
AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,SE,35,8,2017,9.99,0.315422469748964,31.5422469748964,9.99,7.0,69.93,16.1,50.9,34.8,4.971428571428571,Nordeste,1,1,AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,-0.6733700431145826,14.0,0.0
JG CAMA QUEEN MICROFIBRA ANDREZA,SE,35,8,2017,49.99,0.2384742431753393,23.84742431753393,49.99,23.0,1149.77,199.49,836.53,637.04,27.697391304347825,Nordeste,1,1,JG CAMA QUEEN MICROFIBRA ANDREZA,0.190039744590239,24.0,4.0
JG CAMA QUEEN MICROFIBRA ANDREZA,SE,35,9,2017,49.99,0.2385294419118336,23.852944191183365,49.99,8.0,399.92,69.4,290.97,221.57,27.69625,Nordeste,1,1,JG CAMA QUEEN MICROFIBRA ANDREZA,0.190039744590239,24.0,4.0
T VISITA DISNEY BELA SANTISTA,SE,35,8,2017,4.99,0.453669494747399,45.3669494747399,4.99,6.0,29.94,9.89,21.8,11.91,1.985,Nordeste,1,1,T VISITA DISNEY BELA SANTISTA,0.3904175385541327,17.0,6.0
T VISITA P BORDA DESIRE AZUL 6238,SP,35,8,2017,4.99,0.4978903714485952,49.78903714485953,4.974375,24.0,119.26,42.93,86.9,43.97,1.8320833333333333,Sudeste,0,1,T VISITA P BORDA DESIRE AZUL 6238,-0.6174816440521946,47.0,7.0
T VISITA P BORDA DESIRE AGUA 6243,SP,35,8,2017,4.99,0.4948527564075315,49.48527564075315,4.890000000000001,20.0,97.8,35.32,71.25,35.93,1.7965,Sudeste,0,1,T VISITA P BORDA DESIRE AGUA 6243,-0.4852145227431317,50.0,7.0
FRONHA AVULSA ESTAMPADA ANDREZA,SP,35,8,2017,6.99,0.581789459106567,58.1789459106567,6.984747765006388,391.0,2730.99,1156.38,1987.67,831.29,2.1260613810741686,Sudeste,0,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.4127769226393157,41.0,3.0
FRONHA AVULSA ESTAMPADA ANDREZA,SP,35,9,2017,6.989999999999999,0.582104158739725,58.2104158739725,6.990000000000003,388.0,2712.120000000001,1148.94,1973.7799999999988,824.8399999999999,2.1258762886597937,Sudeste,0,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.4127769226393157,41.0,3.0
FRONHA AVULSA LISA ANDREZA,SP,35,8,2017,6.99,0.5814905453934562,58.14905453934563,6.97823529411765,360.0,2512.400000000001,1063.44,1828.7,765.26,2.125722222222222,Sudeste,0,1,FRONHA AVULSA LISA ANDREZA,-0.2885141068756976,40.0,3.0
FRONHA AVULSA LISA ANDREZA,SP,35,9,2017,6.989999999999999,0.5812906424354467,58.12906424354467,6.9883498349835,470.0,3284.3,1388.82,2390.16,999.21,2.1259787234042555,Sudeste,0,1,FRONHA AVULSA LISA ANDREZA,-0.2885141068756976,40.0,3.0
AMACIANTE COMFORT CONCENTRADO 500ML,SP,35,8,2017,7.989999999999999,0.0741611935598945,7.416119355989454,7.970903080148367,300.0,2391.400000000002,161.02999999999992,2170.2200000000003,2009.19,6.6973,Sudeste,0,1,AMACIANTE COMFORT CONCENTRADO 500ML,-0.8089708496621419,44.0,0.0
AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,SP,35,8,2017,9.99,0.3079439477286762,30.794394772867623,9.99,42.0,419.58,117.68,380.92,263.24,6.267619047619048,Sudeste,1,1,AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,-0.7884015884262173,27.0,0.0
JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI,SP,35,9,2017,128.32333333333335,0.3478005146558583,34.780051465585835,122.76777777777768,8.0,989.92,255.45,720.22,464.77,58.09625,Sudeste,0,1,JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI,-0.1367924304134409,42.0,4.0
JG CAMA QUEEN MICROFIBRA ANDREZA,SP,35,8,2017,49.99,0.276254688721112,27.6254688721112,49.9028787878787,353.0,17621.46999999998,3545.05,12821.670000000002,9276.62,26.27937677053824,Sudeste,0,1,JG CAMA QUEEN MICROFIBRA ANDREZA,-0.4922278078619499,24.0,4.0
JG CAMA QUEEN MICROFIBRA ANDREZA,SP,35,9,2017,49.99,0.2763193401574573,27.63193401574573,49.90749174917487,281.0,14022.18999999998,2818.28,10202.83,7384.55,26.279537366548045,Sudeste,0,1,JG CAMA QUEEN MICROFIBRA ANDREZA,-0.4922278078619499,24.0,4.0
AMACIANTE COMFORT PURO CUIDADO 500ML,SP,35,8,2017,9.99,0.2432536453025697,24.325364530256977,9.700805152979068,93.0,903.07,199.97,819.72,619.75,6.663978494623656,Sudeste,0,1,AMACIANTE COMFORT PURO CUIDADO 500ML,-0.8404207016700034,20.0,0.0
AMACIANTE COMFORT PURO CUIDADO 500ML,SP,35,9,2017,9.99,0.2214915787009403,22.14915787009404,9.485057340690256,183.0,1727.14,342.15,1567.66,1225.51,6.696775956284153,Sudeste,0,1,AMACIANTE COMFORT PURO CUIDADO 500ML,-0.8404207016700034,20.0,0.0
T VISITA DISNEY BELA SANTISTA,SP,35,8,2017,4.99,0.4560821380987507,45.60821380987508,4.99,42.0,209.58,69.66,152.73,83.07,1.9778571428571428,Sudeste,1,1,T VISITA DISNEY BELA SANTISTA,-0.3761227369237754,19.0,6.0
T VISITA DISNEY BELA SANTISTA,SP,35,9,2017,4.99,0.4559904624461063,45.59904624461063,4.99,42.0,209.58,69.64,152.73,83.09,1.9783333333333333,Sudeste,1,1,T VISITA DISNEY BELA SANTISTA,-0.3761227369237754,19.0,6.0
FRONHA AVULSA LISA ANDREZA,TO,35,9,2017,6.989999999999999,0.5840440732820377,58.40440732820377,6.989999999999999,9.0,62.91,26.770000000000003,45.77,19.0,2.111111111111111,Norte,1,1,FRONHA AVULSA LISA ANDREZA,-0.47605174214338,37.0,3.0
AMACIANTE COMFORT CONCENTRADO 500ML,TO,35,8,2017,7.74,0.1076604394562899,10.766043945628994,7.74,27.0,209.73,17.370000000000005,152.64,135.26999999999998,5.009999999999999,Norte,1,1,AMACIANTE COMFORT CONCENTRADO 500ML,-0.5502724700077541,44.0,0.0
AMACIANTE COMFORT CONCENTRADO 500ML,TO,35,9,2017,6.989999999999999,0.017825220238297,1.7825220238297066,6.989999999999999,29.0,202.71,2.5,147.49,144.99,4.999655172413793,Norte,1,1,AMACIANTE COMFORT CONCENTRADO 500ML,-0.5502724700077541,44.0,0.0
AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,TO,35,9,2017,1.99,0.386041666666667,38.6041666666667,10.99,6.0,65.94,18.53,48.0,29.47,4.911666666666666,Norte,0,1,AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,-0.5066520613448813,23.0,0.0
JG CAMA QUEEN MICROFIBRA ANDREZA,TO,35,8,2017,49.99,0.2774976210614415,27.74976210614415,49.99,25.0,1249.75,252.33,909.3,656.97,26.2788,Norte,1,1,JG CAMA QUEEN MICROFIBRA ANDREZA,-0.1462099643383313,22.0,4.0
T VISITA DISNEY BELA SANTISTA,TO,35,8,2017,4.99,0.456043956043956,45.6043956043956,4.99,4.0,19.96,6.64,14.56,7.92,1.98,Norte,1,1,T VISITA DISNEY BELA SANTISTA,-0.0625451861941507,18.0,6.0
T VISITA DISNEY BELA SANTISTA,TO,35,9,2017,4.99,0.456043956043956,45.6043956043956,4.99,5.0,24.950000000000003,8.3,18.200000000000003,9.9,1.98,Norte,1,1,T VISITA DISNEY BELA SANTISTA,-0.0625451861941507,18.0,6.0
T VISITA P BORDA DESIRE AGUA 6243,AC,36,9,2017,4.99,0.5,50.0,4.99,2.0,9.98,3.68,7.36,3.68,1.84,Norte,1,1,T VISITA P BORDA DESIRE AGUA 6243,-0.4031872476610164,17.0,7.0
JG CAMA QUEEN MICROFIBRA ANDREZA,AC,36,9,2017,49.99,0.287251356238698,28.7251356238698,49.99,3.0,149.97,31.77,110.6,78.83,26.276666666666667,Norte,1,1,JG CAMA QUEEN MICROFIBRA ANDREZA,-0.0782510703046738,14.0,4.0
T VISITA DISNEY BELA SANTISTA,AC,36,9,2017,4.99,0.4626358695652169,46.2635869565217,4.99,6.0,29.94,10.22,22.08,11.86,1.9766666666666663,Norte,1,1,T VISITA DISNEY BELA SANTISTA,0.2889427981985321,13.0,6.0
FRONHA AVULSA ESTAMPADA ANDREZA,AL,36,9,2017,6.99,0.5433826270411451,54.33826270411451,6.99,42.0,293.58000000000004,116.11,213.68,97.57,2.323095238095238,Nordeste,1,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.517486302944382,40.0,3.0
FRONHA AVULSA LISA ANDREZA,AL,36,9,2017,6.99,0.5432494724644856,54.32494724644856,6.99,66.0,461.34,182.37,335.7,153.32999999999998,2.323181818181818,Nordeste,1,1,FRONHA AVULSA LISA ANDREZA,-0.1699489078632207,36.0,3.0
AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,AL,36,9,2017,1.99,0.1770088460871335,17.70088460871335,10.99,6.0,65.94,10.6,59.83,49.23,8.205,Nordeste,0,1,AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,-0.7793165206789658,26.0,0.0
JG CAMA QUEEN MICROFIBRA ANDREZA,AL,36,9,2017,49.99,0.23855886715521,23.855886715521,49.99,51.0,2549.49,442.46,1854.96,1412.5,27.69607843137255,Nordeste,1,1,JG CAMA QUEEN MICROFIBRA ANDREZA,-0.2343618777436291,26.0,4.0
T VISITA DISNEY CARS SANTISTA,AL,36,9,2017,4.99,0.4546703296703295,45.46703296703295,4.99,2.0,9.98,3.31,7.28,3.97,1.985,Nordeste,1,1,T VISITA DISNEY CARS SANTISTA,-0.3042486950411723,18.0,6.0
T VISITA DISNEY BELA SANTISTA,AL,36,9,2017,4.99,0.45503663003663,45.50366300366299,4.99,8.0,39.92,13.25,29.12,15.87,1.98375,Nordeste,1,1,T VISITA DISNEY BELA SANTISTA,-0.7580264463577457,18.0,6.0
T VISITA P BORDA DESIRE AZUL 6238,AM,36,9,2017,4.99,0.5594132029339854,55.94132029339854,4.99,5.0,24.950000000000003,11.44,20.45,9.01,1.802,Norte,1,1,T VISITA P BORDA DESIRE AZUL 6238,-0.6726860785614975,38.0,7.0
T VISITA P BORDA DESIRE AGUA 6243,AM,36,9,2017,4.99,0.6179706601466997,61.79706601466996,4.99,6.0,29.94,15.15,24.54,9.39,1.5650000000000002,Norte,1,1,T VISITA P BORDA DESIRE AGUA 6243,-0.1848391684102495,46.0,7.0
FRONHA AVULSA ESTAMPADA ANDREZA,AM,36,9,2017,6.989999999999999,0.6142298493956435,61.42298493956435,6.989999999999999,24.0,167.76,83.71000000000001,137.52,53.81,2.242083333333333,Norte,1,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.1935472105184439,27.0,3.0
FRONHA AVULSA LISA ANDREZA,AM,36,9,2017,6.99,0.599047059523661,59.9047059523661,6.890000000000001,23.0,157.97,77.62,129.51000000000002,51.89,2.256086956521739,Norte,0,1,FRONHA AVULSA LISA ANDREZA,-0.2403674341241084,32.0,3.0
AMACIANTE COMFORT CONCENTRADO 500ML,AM,36,9,2017,6.99,0.2092472957535074,20.92472957535074,6.99,31.0,216.69,44.99,215.4,170.41,5.497096774193548,Norte,1,1,AMACIANTE COMFORT CONCENTRADO 500ML,-0.4496884165973329,44.0,0.0
AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,AM,36,9,2017,4.656666666666667,0.3808101398334942,38.08101398334944,10.656666666666666,4.0,42.96,16.34,42.96,26.62,6.654999999999999,Norte,0,1,AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,-0.7774890476553499,21.0,0.0
JG CAMA QUEEN MICROFIBRA ANDREZA,AM,36,9,2017,49.99,0.3918790547965437,39.187905479654376,49.99,29.0,1449.71,458.72,1184.1,725.38,25.013103448275864,Norte,1,1,JG CAMA QUEEN MICROFIBRA ANDREZA,-0.3176745315920273,20.0,4.0
T VISITA DISNEY BELA SANTISTA,AM,36,9,2017,4.99,0.584352078239609,58.4352078239609,4.99,5.0,24.950000000000003,11.95,20.45,8.5,1.7,Norte,1,1,T VISITA DISNEY BELA SANTISTA,-0.4005001806319364,16.0,6.0
FRONHA AVULSA ESTAMPADA ANDREZA,AP,36,9,2017,6.99,0.6105998991128645,61.05998991128646,6.99,14.0,97.86,43.36,71.23,27.87,1.9907142857142857,Norte,1,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.0954491146357468,34.0,3.0
FRONHA AVULSA LISA ANDREZA,AP,36,9,2017,6.99,0.612839788138539,61.2839788138539,6.99,5.0,34.95,15.59,25.44,9.85,1.97,Norte,1,1,FRONHA AVULSA LISA ANDREZA,-0.2859183404799477,26.0,3.0
AMACIANTE COMFORT CONCENTRADO 500ML,AP,36,9,2017,6.99,0.1316229425380663,13.162294253806628,6.99,82.0,573.18,67.18,520.15,452.97,5.524024390243903,Norte,1,1,AMACIANTE COMFORT CONCENTRADO 500ML,-0.7217463556412097,42.0,0.0
JG CAMA QUEEN MICROFIBRA ANDREZA,AP,36,9,2017,49.99,0.3492919944134676,34.92919944134676,49.99,9.0,449.91,112.63,323.92,211.29,23.476666666666667,Norte,1,1,JG CAMA QUEEN MICROFIBRA ANDREZA,0.1732750115651139,20.0,4.0
T VISITA P BORDA DESIRE AZUL 6238,BA,36,9,2017,4.99,0.5001664657656723,50.0166465765672,4.99,11.0,54.89,19.88,40.0,20.12,1.829090909090909,Nordeste,1,1,T VISITA P BORDA DESIRE AZUL 6238,-0.552795815448773,52.0,7.0
T VISITA P BORDA DESIRE AGUA 6243,BA,36,9,2017,4.99,0.4946943780496338,49.46943780496338,4.99,11.0,54.89,19.79,40.0,20.21,1.837272727272728,Nordeste,1,1,T VISITA P BORDA DESIRE AGUA 6243,-0.3492851168989713,51.0,7.0
FRONHA AVULSA ESTAMPADA ANDREZA,BA,36,9,2017,6.99,0.5429753114563971,54.29753114563972,6.986103896103896,554.0,3870.36,1529.15,2816.21,1287.06,2.323212996389892,Nordeste,0,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.4560549497948638,39.0,3.0
FRONHA AVULSA LISA ANDREZA,BA,36,9,2017,6.99,0.5429621402239191,54.2962140223919,6.985890410958904,553.0,3863.37,1526.42,2811.16,1284.74,2.3232188065099457,Nordeste,0,1,FRONHA AVULSA LISA ANDREZA,-0.4680659229321499,41.0,3.0
AMACIANTE COMFORT CONCENTRADO 500ML,BA,36,9,2017,6.99,0.0217134914346,2.1713491434600063,6.987738821138214,474.0,3311.86,51.66,2410.0,2353.33,4.964831223628692,Nordeste,0,1,AMACIANTE COMFORT CONCENTRADO 500ML,-0.6509435692172184,48.0,0.0
AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,BA,36,9,2017,1.99,0.3789671540606667,37.89671540606666,10.942380952380958,36.0,394.64,109.17,287.19,178.02,4.945,Nordeste,0,1,AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,-0.8465197075179728,29.0,0.0
KIT CABIDE C/3 MADEIRA REV,BA,36,9,2017,9.99,0.0762730028536281,7.627300285362814,9.99,25.0,249.75,13.86000000000001,181.72,167.86,6.7144,Nordeste,1,1,KIT CABIDE C/3 MADEIRA REV,-0.7161346222511411,13.0,8.0
JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI,BA,36,9,2017,129.99,0.3850355959681398,38.50355959681399,129.99,10.0,1299.9,364.16,945.8,581.64,58.164,Nordeste,1,1,JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI,-0.3764456411282637,31.0,4.0
JG CAMA QUEEN MICROFIBRA ANDREZA,BA,36,9,2017,57.13285714285714,0.2376791699285431,23.76791699285432,49.93709751011516,402.0,20085.98,3479.6,14613.6,11134.0,27.696517412935325,Nordeste,0,1,JG CAMA QUEEN MICROFIBRA ANDREZA,-0.3470319385590429,23.0,4.0
AMACIANTE COMFORT PURO CUIDADO 500ML,BA,36,9,2017,9.99,0.3141458764391483,31.41458764391483,9.99,32.0,319.68,73.1,232.79,159.69,4.9903125,Nordeste,1,1,AMACIANTE COMFORT PURO CUIDADO 500ML,-0.821176480904297,19.0,0.0
T VISITA DISNEY CARS SANTISTA,BA,36,9,2017,4.99,0.4537870724252382,45.37870724252382,4.99,19.0,94.81,31.35,69.08000000000001,37.73,1.9857894736842108,Nordeste,1,1,T VISITA DISNEY CARS SANTISTA,-0.6921051733623235,18.0,6.0
T VISITA P BORDA DESIRE AZUL 6238,CE,36,9,2017,4.99,0.5009658834918523,50.09658834918526,4.99,10.0,49.900000000000006,18.3,36.370000000000005,18.07,1.807,Nordeste,1,1,T VISITA P BORDA DESIRE AZUL 6238,-0.4241575282502758,43.0,7.0
T VISITA P BORDA DESIRE AGUA 6243,CE,36,9,2017,4.99,0.5021291633539224,50.21291633539224,4.99,12.0,59.88,21.9,43.64,21.74,1.8116666666666663,Nordeste,1,1,T VISITA P BORDA DESIRE AGUA 6243,-0.5062498244567961,49.0,7.0
FRONHA AVULSA ESTAMPADA ANDREZA,CE,36,9,2017,6.99,0.5432637074653899,54.326370746539,6.99,262.0,1831.38,723.94,1332.6,608.66,2.323129770992366,Nordeste,1,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.6045640818432344,41.0,3.0
FRONHA AVULSA LISA ANDREZA,CE,36,9,2017,6.99,0.5432674371688188,54.32674371688186,6.99,301.0,2103.99,831.64,1530.9299999999998,699.29,2.3232225913621263,Nordeste,1,1,FRONHA AVULSA LISA ANDREZA,-0.4887128600387449,40.0,3.0
AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,CE,36,9,2017,1.99,0.3487244542083729,34.87244542083729,10.99,19.0,208.81,63.43,181.54,118.11,6.2163157894736845,Nordeste,0,1,AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,-0.7432496190387301,27.0,0.0
KIT CABIDE C/3 MADEIRA REV,CE,36,9,2017,9.99,0.076214059705599,7.6214059705599,9.99,10.0,99.9,5.54,72.69,67.15,6.715000000000001,Nordeste,1,1,KIT CABIDE C/3 MADEIRA REV,-0.4320686237047666,15.0,8.0
JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI,CE,36,9,2017,123.32333333333334,0.3477161205921056,34.77161205921056,123.32333333333334,8.0,979.92,247.62,712.96,465.34,58.1675,Nordeste,1,1,JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI,0.0570032230786749,44.0,4.0
JG CAMA QUEEN MICROFIBRA ANDREZA,CE,36,9,2017,49.99,0.2385104547302254,23.85104547302254,49.99,245.0,12247.55,2125.36,8911.050000000001,6785.690000000001,27.696693877551027,Nordeste,1,1,JG CAMA QUEEN MICROFIBRA ANDREZA,-0.336582716986562,22.0,4.0
FRONHA AVULSA ESTAMPADA ANDREZA,DF,36,9,2017,6.99,0.5819928794898759,58.19928794898759,6.99,139.0,971.61,411.51,707.05,295.54,2.126187050359712,Centro-Oeste,1,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.4859848723416299,37.0,3.0
FRONHA AVULSA LISA ANDREZA,DF,36,9,2017,6.99,0.582043672094131,58.2043672094131,6.99,128.0,894.72,378.93,651.08,272.15,2.126171875,Centro-Oeste,1,1,FRONHA AVULSA LISA ANDREZA,-0.4477821629942605,40.0,3.0
AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,DF,36,9,2017,1.99,0.3320462457032818,33.204624570328185,10.99,13.0,142.87,42.92,129.62,86.7,6.6692307692307695,Centro-Oeste,0,1,AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,-0.7489972592740186,27.0,0.0
JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI,DF,36,9,2017,129.99,0.386181010784521,38.6181010784521,129.99,2.0,259.98,73.05,189.16,116.11,58.055,Centro-Oeste,1,1,JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI,0.1381394468818612,17.0,4.0
JG CAMA QUEEN MICROFIBRA ANDREZA,DF,36,9,2017,49.99,0.2775334884281764,27.753348842817644,49.99,55.0,2749.45,555.23,2000.62,1445.39,26.279818181818182,Centro-Oeste,1,1,JG CAMA QUEEN MICROFIBRA ANDREZA,0.0938962722959615,25.0,4.0
AMACIANTE COMFORT PURO CUIDADO 500ML,DF,36,9,2017,9.99,0.2520957574421964,25.20957574421964,9.942380952380953,33.0,326.67,73.82,296.57,222.75,6.75,Centro-Oeste,0,1,AMACIANTE COMFORT PURO CUIDADO 500ML,-0.7827866041288409,19.0,0.0
T VISITA DISNEY CARS SANTISTA,DF,36,9,2017,4.99,0.456614312318933,45.661431231893296,4.99,23.0,114.77,38.25,83.75,45.5,1.9782608695652173,Centro-Oeste,1,1,T VISITA DISNEY CARS SANTISTA,-0.4059875101600974,19.0,6.0
