SAP;Produto;UF;Ano;Mes;Dia;Preço;QTD;CMV/QTD;DPPsic
4267048;AMACIANTE COMFORT PURO CUIDADO 500ML;SP;2017;11;2;7.98080459770115;87.0;5.051954022988506;0
4267339;T VISITA DISNEY BELA SANTISTA;SP;2017;11;2;4.82333333333333;6.0;2.033333333333333;0
4269111;DESINF LIQ PINHO SOL CITRUS LIMAO 500ML;SP;2017;11;2;5.99;2.0;2.44;1
4269808;CIF ULTRA RAP BANH S/CLORO SQUEEZE 500ML;SP;2017;11;2;5.99;23.0;3.1186956521739133;1
4269883;CIF ULT RAP TIRA LIMO C/CLORO SQZ 500ML;SP;2017;11;2;5.93590909090909;22.0;3.138636363636364;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;TO;2017;11;2;6.99;7.0;2.125714285714286;1
2166719;FRONHA AVULSA LISA ANDREZA;TO;2017;11;2;6.99;16.0;2.1275;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;TO;2017;11;2;7.99;9.0;3.678888888888889;1
4267048;AMACIANTE COMFORT PURO CUIDADO 500ML;TO;2017;11;2;7.99;4.0;3.7575;1
4269808;CIF ULTRA RAP BANH S/CLORO SQUEEZE 500ML;TO;2017;11;2;5.99;2.0;2.36;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;AC;2017;11;3;6.99;2.0;2.105;1
2166719;FRONHA AVULSA LISA ANDREZA;AC;2017;11;3;6.99;4.0;2.105;1
4267048;AMACIANTE COMFORT PURO CUIDADO 500ML;AC;2017;11;3;9.99;3.0;4.81;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;AL;2017;11;3;6.99;11.0;2.3163636363636364;1
2166719;FRONHA AVULSA LISA ANDREZA;AL;2017;11;3;6.99;5.0;2.302;1
4248118;AMACIANTE DOWNY LIRIOS DO CAMPO 500ML;AL;2017;11;3;7.99;5.0;6.57;1
4267279;T VISITA DISNEY CARS SANTISTA;AL;2017;11;3;4.99;3.0;2.0766666666666667;1
4267339;T VISITA DISNEY BELA SANTISTA;AL;2017;11;3;4.99;3.0;2.066666666666667;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;AM;2017;11;3;6.99;11.0;2.178181818181818;1
4248118;AMACIANTE DOWNY LIRIOS DO CAMPO 500ML;AM;2017;11;3;7.99;3.0;4.79;1
4266282;JG CAMA QUEEN MICROFIBRA ANDREZA;AM;2017;11;3;49.99;3.0;26.276666666666667;1
4267339;T VISITA DISNEY BELA SANTISTA;AM;2017;11;3;4.99;2.0;1.89;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;AP;2017;11;3;6.99;4.0;1.94;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;BA;2017;11;3;5.49;7.0;1.9085714285714288;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;BA;2017;11;3;6.87571428571429;175.0;2.2965714285714283;0
2166719;FRONHA AVULSA LISA ANDREZA;BA;2017;11;3;6.91727272727273;110.0;2.299;0
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;BA;2017;11;3;8.96826086956522;46.0;3.735217391304348;0
4248118;AMACIANTE DOWNY LIRIOS DO CAMPO 500ML;BA;2017;11;3;8.03;50.0;3.9296;0
4266282;JG CAMA QUEEN MICROFIBRA ANDREZA;BA;2017;11;3;49.99;60.0;27.696666666666665;1
4267048;AMACIANTE COMFORT PURO CUIDADO 500ML;BA;2017;11;3;9.92103448275862;29.0;3.579310344827586;0
4267279;T VISITA DISNEY CARS SANTISTA;BA;2017;11;3;4.59;5.0;2.01;0
4267339;T VISITA DISNEY BELA SANTISTA;BA;2017;11;3;4.74;8.0;2.0425;0
4267503;PANO SCOTT DURAMAX LIMPEZA DIARIA C/5;BA;2017;11;3;8.99;2.0;2.875;1
4269883;CIF ULT RAP TIRA LIMO C/CLORO SQZ 500ML;BA;2017;11;3;5.99;7.0;2.36;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;CE;2017;11;3;5.49;4.0;1.8975;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;CE;2017;11;3;6.99;102.0;2.293627450980392;1
2166719;FRONHA AVULSA LISA ANDREZA;CE;2017;11;3;6.99;96.0;2.283541666666667;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;CE;2017;11;3;8.93871794871795;39.0;4.791282051282051;0
4248118;AMACIANTE DOWNY LIRIOS DO CAMPO 500ML;CE;2017;11;3;7.99;16.0;4.8225;1
4261082;KIT CABIDE C/3 MADEIRA REV;CE;2017;11;3;16.99;3.0;6.716666666666666;0
4266282;JG CAMA QUEEN MICROFIBRA ANDREZA;CE;2017;11;3;49.99;41.0;27.69682926829268;1
4267048;AMACIANTE COMFORT PURO CUIDADO 500ML;CE;2017;11;3;9.99;9.0;4.52;1
4267339;T VISITA DISNEY BELA SANTISTA;CE;2017;11;3;4.99;11.0;2.0072727272727278;1
4269883;CIF ULT RAP TIRA LIMO C/CLORO SQZ 500ML;CE;2017;11;3;5.99;6.0;3.16;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;DF;2017;11;3;6.865;32.0;2.1221875;0
2166719;FRONHA AVULSA LISA ANDREZA;DF;2017;11;3;7.09526315789474;38.0;2.1244736842105265;0
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;DF;2017;11;3;8.85206896551724;29.0;5.268275862068966;0
4248118;AMACIANTE DOWNY LIRIOS DO CAMPO 500ML;DF;2017;11;3;7.99;16.0;6.695;1
4261082;KIT CABIDE C/3 MADEIRA REV;DF;2017;11;3;11.99;30.0;6.823666666666667;0
4266282;JG CAMA QUEEN MICROFIBRA ANDREZA;DF;2017;11;3;49.99;9.0;26.28;1
4267048;AMACIANTE COMFORT PURO CUIDADO 500ML;DF;2017;11;3;9.99;8.0;5.2675;1
4267279;T VISITA DISNEY CARS SANTISTA;DF;2017;11;3;4.99;2.0;1.98;1
4269808;CIF ULTRA RAP BANH S/CLORO SQUEEZE 500ML;DF;2017;11;3;5.99;4.0;3.1575;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;ES;2017;11;3;6.99;48.0;2.1904166666666667;1
2166719;FRONHA AVULSA LISA ANDREZA;ES;2017;11;3;6.99;38.0;2.1892105263157893;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;ES;2017;11;3;8.88285714285714;28.0;5.182857142857143;0
4248118;AMACIANTE DOWNY LIRIOS DO CAMPO 500ML;ES;2017;11;3;7.99;37.0;3.8208108108108103;1
4266282;JG CAMA QUEEN MICROFIBRA ANDREZA;ES;2017;11;3;49.99;8.0;26.7125;1
4267048;AMACIANTE COMFORT PURO CUIDADO 500ML;ES;2017;11;3;9.69;10.0;4.87;0
4269808;CIF ULTRA RAP BANH S/CLORO SQUEEZE 500ML;ES;2017;11;3;5.99;6.0;3.168333333333333;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;GO;2017;11;3;5.49;5.0;1.848;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;GO;2017;11;3;6.99;13.0;2.1192307692307693;1
2166719;FRONHA AVULSA LISA ANDREZA;GO;2017;11;3;7.04714285714286;35.0;2.1237142857142857;0
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;GO;2017;11;3;8.94238095238095;21.0;3.72;0
4248118;AMACIANTE DOWNY LIRIOS DO CAMPO 500ML;GO;2017;11;3;7.99;12.0;4.673333333333333;1
4261082;KIT CABIDE C/3 MADEIRA REV;GO;2017;11;3;11.74;16.0;6.824375;0
4266282;JG CAMA QUEEN MICROFIBRA ANDREZA;GO;2017;11;3;49.99;6.0;26.28;1
4267048;AMACIANTE COMFORT PURO CUIDADO 500ML;GO;2017;11;3;9.65666666666667;6.0;3.8683333333333336;0
4267279;T VISITA DISNEY CARS SANTISTA;GO;2017;11;3;4.99;4.0;2.0625;1
4269808;CIF ULTRA RAP BANH S/CLORO SQUEEZE 500ML;GO;2017;11;3;5.99;3.0;2.36;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;MA;2017;11;3;5.49;3.0;1.8666666666666665;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;MA;2017;11;3;6.99;41.0;2.298536585365853;1
2166719;FRONHA AVULSA LISA ANDREZA;MA;2017;11;3;6.99;46.0;2.299782608695652;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;MA;2017;11;3;8.94454545454546;22.0;3.726363636363637;0
4266282;JG CAMA QUEEN MICROFIBRA ANDREZA;MA;2017;11;3;49.99;13.0;27.697692307692307;1
4267279;T VISITA DISNEY CARS SANTISTA;MA;2017;11;3;4.99;4.0;2.0625;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;MG;2017;11;3;5.49;4.0;1.9275;0
2158154;T VISITA P BORDA DESIRE AGUA 6243;MG;2017;11;3;5.49;4.0;1.9125;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;MG;2017;11;3;6.6430612244898;98.0;2.132244897959184;0
2166719;FRONHA AVULSA LISA ANDREZA;MG;2017;11;3;6.90379310344828;116.0;2.13646551724138;0
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;MG;2017;11;3;8.94161290322581;62.0;4.840645161290323;0
4248118;AMACIANTE DOWNY LIRIOS DO CAMPO 500ML;MG;2017;11;3;7.99;54.0;5.837777777777778;1
4261082;KIT CABIDE C/3 MADEIRA REV;MG;2017;11;3;16.99;24.0;6.824166666666667;0
4266282;JG CAMA QUEEN MICROFIBRA ANDREZA;MG;2017;11;3;49.99;32.0;26.48125;1
4267048;AMACIANTE COMFORT PURO CUIDADO 500ML;MG;2017;11;3;9.99;34.0;5.062941176470588;1
4267279;T VISITA DISNEY CARS SANTISTA;MG;2017;11;3;4.99;4.0;2.03;1
4267339;T VISITA DISNEY BELA SANTISTA;MG;2017;11;3;4.82333333333333;6.0;1.9866666666666664;0
4269808;CIF ULTRA RAP BANH S/CLORO SQUEEZE 500ML;MG;2017;11;3;5.92333333333333;9.0;3.1655555555555552;0
4269883;CIF ULT RAP TIRA LIMO C/CLORO SQZ 500ML;MG;2017;11;3;5.99;13.0;3.2646153846153845;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;MS;2017;11;3;5.49;2.0;1.925;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;MS;2017;11;3;6.99;11.0;2.122727272727273;1
2166719;FRONHA AVULSA LISA ANDREZA;MS;2017;11;3;6.99;30.0;2.127;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;MS;2017;11;3;8.99;26.0;5.108076923076923;1
4261082;KIT CABIDE C/3 MADEIRA REV;MS;2017;11;3;16.99;4.0;6.8225;0
4267339;T VISITA DISNEY BELA SANTISTA;MS;2017;11;3;4.99;3.0;2.0;1
4269883;CIF ULT RAP TIRA LIMO C/CLORO SQZ 500ML;MS;2017;11;3;5.99;7.0;3.237142857142857;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;MT;2017;11;3;5.49;10.0;1.937;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;MT;2017;11;3;6.32388888888889;18.0;2.1222222222222222;0
2166719;FRONHA AVULSA LISA ANDREZA;MT;2017;11;3;6.43444444444444;18.0;2.1238888888888887;0
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;MT;2017;11;3;8.83615384615385;13.0;3.668461538461538;0
4248118;AMACIANTE DOWNY LIRIOS DO CAMPO 500ML;MT;2017;11;3;7.99;10.0;4.898;1
4261082;KIT CABIDE C/3 MADEIRA REV;MT;2017;11;3;15.59;5.0;6.822;0
4267048;AMACIANTE COMFORT PURO CUIDADO 500ML;MT;2017;11;3;9.49;8.0;3.76;0
4269883;CIF ULT RAP TIRA LIMO C/CLORO SQZ 500ML;MT;2017;11;3;5.99;5.0;2.3600000000000003;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;PA;2017;11;3;5.49;4.0;1.9125;0
2158154;T VISITA P BORDA DESIRE AGUA 6243;PA;2017;11;3;5.49;4.0;1.9225;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;PA;2017;11;3;6.99;111.0;2.3071171171171168;1
2166719;FRONHA AVULSA LISA ANDREZA;PA;2017;11;3;6.94604395604396;91.0;2.3025274725274727;0
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;PA;2017;11;3;8.78259259259259;54.0;4.81537037037037;0
4248118;AMACIANTE DOWNY LIRIOS DO CAMPO 500ML;PA;2017;11;3;7.99;4.0;4.0475;1
4261082;KIT CABIDE C/3 MADEIRA REV;PA;2017;11;3;16.99;2.0;6.715;0
4266282;JG CAMA QUEEN MICROFIBRA ANDREZA;PA;2017;11;3;49.99;20.0;27.6965;1
4267048;AMACIANTE COMFORT PURO CUIDADO 500ML;PA;2017;11;3;9.99;15.0;4.554666666666666;1
4267279;T VISITA DISNEY CARS SANTISTA;PA;2017;11;3;4.99;5.0;2.016;1
4267339;T VISITA DISNEY BELA SANTISTA;PA;2017;11;3;4.99;8.0;2.05;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;PB;2017;11;3;6.99;15.0;2.2646666666666664;1
2166719;FRONHA AVULSA LISA ANDREZA;PB;2017;11;3;6.99;12.0;2.275;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;PB;2017;11;3;8.54555555555556;9.0;4.027777777777778;0
4248118;AMACIANTE DOWNY LIRIOS DO CAMPO 500ML;PB;2017;11;3;7.99;10.0;4.19;1
4266282;JG CAMA QUEEN MICROFIBRA ANDREZA;PB;2017;11;3;49.99;10.0;27.699;1
4267048;AMACIANTE COMFORT PURO CUIDADO 500ML;PB;2017;11;3;9.99;6.0;3.623333333333333;1
4269883;CIF ULT RAP TIRA LIMO C/CLORO SQZ 500ML;PB;2017;11;3;5.87;5.0;2.3600000000000003;0
2158151;T VISITA P BORDA DESIRE AZUL 6238;PE;2017;11;3;5.49;5.0;1.892;0
2158154;T VISITA P BORDA DESIRE AGUA 6243;PE;2017;11;3;5.49;4.0;1.9325;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;PE;2017;11;3;6.95491228070175;57.0;2.289473684210526;0
2166719;FRONHA AVULSA LISA ANDREZA;PE;2017;11;3;6.99;46.0;2.282391304347826;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;PE;2017;11;3;8.91;25.0;3.7568;0
4248118;AMACIANTE DOWNY LIRIOS DO CAMPO 500ML;PE;2017;11;3;7.95521739130435;23.0;4.133478260869565;0
4266282;JG CAMA QUEEN MICROFIBRA ANDREZA;PE;2017;11;3;49.99;32.0;27.6971875;1
4267048;AMACIANTE COMFORT PURO CUIDADO 500ML;PE;2017;11;3;9.99;8.0;3.64125;1
4267339;T VISITA DISNEY BELA SANTISTA;PE;2017;11;3;4.99;7.0;2.037142857142857;1
4269808;CIF ULTRA RAP BANH S/CLORO SQUEEZE 500ML;PE;2017;11;3;5.99;11.0;2.36;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;PI;2017;11;3;6.65666666666667;6.0;2.303333333333333;0
2166719;FRONHA AVULSA LISA ANDREZA;PI;2017;11;3;6.44454545454545;11.0;2.3018181818181818;0
4248118;AMACIANTE DOWNY LIRIOS DO CAMPO 500ML;PI;2017;11;3;7.99;4.0;3.9275;1
4266282;JG CAMA QUEEN MICROFIBRA ANDREZA;PI;2017;11;3;49.99;8.0;27.69625;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;PR;2017;11;3;6.99;52.0;2.1167307692307693;1
2166719;FRONHA AVULSA LISA ANDREZA;PR;2017;11;3;7.04882352941176;34.0;2.1135294117647057;0
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;PR;2017;11;3;8.91;25.0;5.0432;0
4248118;AMACIANTE DOWNY LIRIOS DO CAMPO 500ML;PR;2017;11;3;7.99;42.0;5.370952380952382;1
4266282;JG CAMA QUEEN MICROFIBRA ANDREZA;PR;2017;11;3;49.99;8.0;26.28;1
4267048;AMACIANTE COMFORT PURO CUIDADO 500ML;PR;2017;11;3;9.74;20.0;5.057;0
4267339;T VISITA DISNEY BELA SANTISTA;PR;2017;11;3;4.99;2.0;2.045;1
4269808;CIF ULTRA RAP BANH S/CLORO SQUEEZE 500ML;PR;2017;11;3;5.99;10.0;3.17;1
4269883;CIF ULT RAP TIRA LIMO C/CLORO SQZ 500ML;PR;2017;11;3;5.99;7.0;3.1700000000000004;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;RJ;2017;11;3;5.39;5.0;1.898;0
2158154;T VISITA P BORDA DESIRE AGUA 6243;RJ;2017;11;3;5.49;5.0;1.85;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;RJ;2017;11;3;6.85259803921569;204.0;2.1856372549019607;0
2166719;FRONHA AVULSA LISA ANDREZA;RJ;2017;11;3;6.99782608695653;230.0;2.1915652173913043;0
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;RJ;2017;11;3;8.70794871794872;117.0;5.033162393162393;0
4248118;AMACIANTE DOWNY LIRIOS DO CAMPO 500ML;RJ;2017;11;3;7.9840625;128.0;5.551640625;0
4266282;JG CAMA QUEEN MICROFIBRA ANDREZA;RJ;2017;11;3;49.9895192307692;104.0;26.712115384615384;0
4267048;AMACIANTE COMFORT PURO CUIDADO 500ML;RJ;2017;11;3;9.76703703703704;54.0;5.145925925925926;0
4267279;T VISITA DISNEY CARS SANTISTA;RJ;2017;11;3;4.99;12.0;2.0125;1
4267339;T VISITA DISNEY BELA SANTISTA;RJ;2017;11;3;4.99;8.0;2.01875;1
4267503;PANO SCOTT DURAMAX LIMPEZA DIARIA C/5;RJ;2017;11;3;8.98875;8.0;4.07625;0
4269808;CIF ULTRA RAP BANH S/CLORO SQUEEZE 500ML;RJ;2017;11;3;6.11095238095238;42.0;3.2190476190476187;0
4269883;CIF ULT RAP TIRA LIMO C/CLORO SQZ 500ML;RJ;2017;11;3;5.98866666666667;30.0;3.3626666666666667;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;RN;2017;11;3;6.99;22.0;2.2804545454545457;1
2166719;FRONHA AVULSA LISA ANDREZA;RN;2017;11;3;6.99;11.0;2.283636363636364;1
4248118;AMACIANTE DOWNY LIRIOS DO CAMPO 500ML;RN;2017;11;3;7.99;6.0;3.955;1
4266282;JG CAMA QUEEN MICROFIBRA ANDREZA;RN;2017;11;3;49.99;13.0;27.696153846153848;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;RO;2017;11;3;6.99;11.0;2.11;1
2166719;FRONHA AVULSA LISA ANDREZA;RO;2017;11;3;6.04882352941176;17.0;2.118823529411765;0
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;RO;2017;11;3;8.99;11.0;3.686363636363636;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;RR;2017;11;3;6.99;5.0;2.09;1
4248118;AMACIANTE DOWNY LIRIOS DO CAMPO 500ML;RR;2017;11;3;7.99;7.0;3.347142857142857;1
4266282;JG CAMA QUEEN MICROFIBRA ANDREZA;RR;2017;11;3;49.99;2.0;24.525;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;RS;2017;11;3;5.49;6.0;1.9366666666666663;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;RS;2017;11;3;6.8595652173913;46.0;2.113695652173913;0
2166719;FRONHA AVULSA LISA ANDREZA;RS;2017;11;3;6.99;49.0;2.114081632653061;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;RS;2017;11;3;8.82170731707317;41.0;4.902926829268293;0
4248118;AMACIANTE DOWNY LIRIOS DO CAMPO 500ML;RS;2017;11;3;7.97620689655172;58.0;5.282931034482759;0
4266282;JG CAMA QUEEN MICROFIBRA ANDREZA;RS;2017;11;3;49.99;30.0;26.279;1
4267048;AMACIANTE COMFORT PURO CUIDADO 500ML;RS;2017;11;3;9.80818181818182;22.0;5.016818181818182;0
4267279;T VISITA DISNEY CARS SANTISTA;RS;2017;11;3;4.99;3.0;2.0066666666666664;1
4267339;T VISITA DISNEY BELA SANTISTA;RS;2017;11;3;4.865;8.0;2.01375;0
4269808;CIF ULTRA RAP BANH S/CLORO SQUEEZE 500ML;RS;2017;11;3;5.81;10.0;3.245;0
4269883;CIF ULT RAP TIRA LIMO C/CLORO SQZ 500ML;RS;2017;11;3;5.94;12.0;3.2458333333333336;0
2158151;T VISITA P BORDA DESIRE AZUL 6238;SC;2017;11;3;5.49;2.0;1.895;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;SC;2017;11;3;7.20428571428571;28.0;2.1214285714285714;0
2166719;FRONHA AVULSA LISA ANDREZA;SC;2017;11;3;7.27571428571429;21.0;2.1214285714285714;0
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;SC;2017;11;3;8.82333333333333;12.0;4.76;0
4248118;AMACIANTE DOWNY LIRIOS DO CAMPO 500ML;SC;2017;11;3;7.99;18.0;5.373888888888889;1
4266282;JG CAMA QUEEN MICROFIBRA ANDREZA;SC;2017;11;3;49.99;9.0;26.278888888888886;1
4267048;AMACIANTE COMFORT PURO CUIDADO 500ML;SC;2017;11;3;9.99;9.0;4.989999999999999;1
4267339;T VISITA DISNEY BELA SANTISTA;SC;2017;11;3;4.99;3.0;1.98;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;SE;2017;11;3;6.99;7.0;2.27;1
2166719;FRONHA AVULSA LISA ANDREZA;SE;2017;11;3;5.82333333333333;12.0;2.2675;0
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;SE;2017;11;3;8.82333333333333;6.0;3.841666666666667;0
4267048;AMACIANTE COMFORT PURO CUIDADO 500ML;SE;2017;11;3;9.99;4.0;3.5725;1
4269808;CIF ULTRA RAP BANH S/CLORO SQUEEZE 500ML;SE;2017;11;3;5.99;2.0;2.36;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;SP;2017;11;3;5.4275;16.0;1.90375;0
2158154;T VISITA P BORDA DESIRE AGUA 6243;SP;2017;11;3;5.415;20.0;1.888;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;SP;2017;11;3;6.872421875;256.0;2.116484375;0
2166719;FRONHA AVULSA LISA ANDREZA;SP;2017;11;3;6.93181818181819;220.0;2.118;0
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;SP;2017;11;3;8.93478527607363;163.0;4.919509202453988;0
4248118;AMACIANTE DOWNY LIRIOS DO CAMPO 500ML;SP;2017;11;3;7.99736196319019;163.0;5.275950920245399;0
4261082;KIT CABIDE C/3 MADEIRA REV;SP;2017;11;3;15.79;5.0;6.822;0
4263231;JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI;SP;2017;11;3;132.49;2.0;58.16;0
4266282;JG CAMA QUEEN MICROFIBRA ANDREZA;SP;2017;11;3;49.9893478260869;92.0;26.279021739130435;0
4267048;AMACIANTE COMFORT PURO CUIDADO 500ML;SP;2017;11;3;9.75404494382023;89.0;5.017865168539325;0
4267279;T VISITA DISNEY CARS SANTISTA;SP;2017;11;3;4.99;7.0;2.012857142857143;1
4267339;T VISITA DISNEY BELA SANTISTA;SP;2017;11;3;4.99;9.0;2.018888888888889;1
4269808;CIF ULTRA RAP BANH S/CLORO SQUEEZE 500ML;SP;2017;11;3;5.99;37.0;3.0964864864864863;1
4269883;CIF ULT RAP TIRA LIMO C/CLORO SQZ 500ML;SP;2017;11;3;5.99;45.0;3.1220000000000003;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;TO;2017;11;3;6.99;11.0;2.1263636363636365;1
2166719;FRONHA AVULSA LISA ANDREZA;TO;2017;11;3;6.99;6.0;2.1266666666666665;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;TO;2017;11;3;8.99;7.0;3.641428571428571;1
4248118;AMACIANTE DOWNY LIRIOS DO CAMPO 500ML;TO;2017;11;3;7.99;3.0;4.926666666666667;1
4266282;JG CAMA QUEEN MICROFIBRA ANDREZA;TO;2017;11;3;49.99;2.0;26.275;1
4267048;AMACIANTE COMFORT PURO CUIDADO 500ML;TO;2017;11;3;9.99;5.0;3.742;1
4269883;CIF ULT RAP TIRA LIMO C/CLORO SQZ 500ML;TO;2017;11;3;5.99;3.0;2.36;1
2166719;FRONHA AVULSA LISA ANDREZA;AC;2017;11;4;6.99;4.0;2.105;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;AC;2017;11;4;8.65666666666667;9.0;4.699999999999999;0
4248118;AMACIANTE DOWNY LIRIOS DO CAMPO 500ML;AC;2017;11;4;7.99;2.0;6.435;1
4267048;AMACIANTE COMFORT PURO CUIDADO 500ML;AC;2017;11;4;9.99;5.0;4.856;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;AL;2017;11;4;6.99;9.0;2.2911111111111118;1
2166719;FRONHA AVULSA LISA ANDREZA;AL;2017;11;4;5.65666666666667;6.0;2.308333333333333;0
4248118;AMACIANTE DOWNY LIRIOS DO CAMPO 500ML;AL;2017;11;4;7.99;3.0;6.546666666666667;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;AM;2017;11;4;6.99;15.0;2.265333333333333;1
2166719;FRONHA AVULSA LISA ANDREZA;AM;2017;11;4;6.99;8.0;2.195;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;AM;2017;11;4;8.99;8.0;4.71;1
4267339;T VISITA DISNEY BELA SANTISTA;AM;2017;11;4;4.99;2.0;1.925;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;AP;2017;11;4;6.99;10.0;1.961;1
2166719;FRONHA AVULSA LISA ANDREZA;AP;2017;11;4;6.99;4.0;1.97;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;BA;2017;11;4;6.95521739130435;115.0;2.2921739130434786;0
2166719;FRONHA AVULSA LISA ANDREZA;BA;2017;11;4;6.95551724137931;116.0;2.294396551724138;0
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;BA;2017;11;4;8.99;44.0;3.754090909090909;1
4248118;AMACIANTE DOWNY LIRIOS DO CAMPO 500ML;BA;2017;11;4;7.99;73.0;3.951917808219178;1
4266282;JG CAMA QUEEN MICROFIBRA ANDREZA;BA;2017;11;4;49.99;88.0;27.69659090909091;1
4267048;AMACIANTE COMFORT PURO CUIDADO 500ML;BA;2017;11;4;9.99;18.0;3.582222222222222;1
4267279;T VISITA DISNEY CARS SANTISTA;BA;2017;11;4;4.99;4.0;1.985;1
4267339;T VISITA DISNEY BELA SANTISTA;BA;2017;11;4;4.99;10.0;2.019;1
4267503;PANO SCOTT DURAMAX LIMPEZA DIARIA C/5;BA;2017;11;4;8.99;2.0;2.88;1
4269883;CIF ULT RAP TIRA LIMO C/CLORO SQZ 500ML;BA;2017;11;4;5.99;9.0;2.36;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;CE;2017;11;4;6.99;69.0;2.286231884057971;1
2166719;FRONHA AVULSA LISA ANDREZA;CE;2017;11;4;6.99;87.0;2.2770114942528736;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;CE;2017;11;4;8.86878787878788;33.0;4.456969696969697;0
4248118;AMACIANTE DOWNY LIRIOS DO CAMPO 500ML;CE;2017;11;4;7.99;20.0;5.0225;1
4266282;JG CAMA QUEEN MICROFIBRA ANDREZA;CE;2017;11;4;49.99;36.0;27.69666666666667;1
4267048;AMACIANTE COMFORT PURO CUIDADO 500ML;CE;2017;11;4;9.99;9.0;4.238888888888889;1
4267339;T VISITA DISNEY BELA SANTISTA;CE;2017;11;4;4.99;4.0;2.025;1
4269808;CIF ULTRA RAP BANH S/CLORO SQUEEZE 500ML;CE;2017;11;4;5.99;4.0;3.155;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;DF;2017;11;4;6.65666666666667;24.0;2.12625;0
2166719;FRONHA AVULSA LISA ANDREZA;DF;2017;11;4;6.83615384615385;39.0;2.125384615384615;0
